name,tear,rate,score
무시무시한형님,MASTER,105승 76패 (58.01%),92점
Jinhan,MASTER,95승 91패 (51.08%),92점
강해율,MASTER,777승 775패 (50.06%),92점
앤 디,MASTER,123승 71패 (63.40%),92점
벌꿀윤은기,MASTER,121승 115패 (51.27%),92점
1912 X,MASTER,70승 56패 (55.56%),92점
구름별,MASTER,129승 108패 (54.43%),92점
하 니,MASTER,210승 194패 (51.98%),92점
미사카미코토,MASTER,54승 40패 (57.45%),92점
철 릭,MASTER,460승 454패 (50.33%),92점
척준경,MASTER,296승 263패 (52.95%),92점
나선욱의울부짖음,MASTER,353승 359패 (49.58%),92점
우디우디우디,MASTER,344승 302패 (53.25%),92점
김 독 자,MASTER,408승 395패 (50.81%),92점
붉은노을과붉은해,MASTER,68승 57패 (54.40%),92점
굴복하지 않는,MASTER,79승 69패 (53.38%),92점
장워녀엉,MASTER,86승 71패 (54.78%),92점
재밋구만,MASTER,53승 39패 (57.61%),92점
포기하면즐겜,MASTER,201승 197패 (50.50%),92점
BTS손흥민킹준혁,MASTER,432승 407패 (51.49%),92점
유훈이,MASTER,102승 84패 (54.84%),92점
오늘은 다를걸,MASTER,88승 50패 (63.77%),92점
코코넛 개미,MASTER,46승 28패 (62.16%),92점
어느 한 겨울,MASTER,191승 180패 (51.48%),92점
지리산취나물,MASTER,162승 128패 (55.86%),92점
한자와,MASTER,353승 325패 (52.06%),92점
주구장창,MASTER,212승 211패 (50.12%),92점
훈몽이,MASTER,36승 24패 (60.00%),92점
너의개가될게멍멍,MASTER,86승 63패 (57.72%),92점
genkidama,MASTER,349승 333패 (51.17%),91점
결국돌아오네,MASTER,98승 68패 (59.04%),91점
죽기쟁이,MASTER,86승 76패 (53.09%),91점
게맛살,MASTER,120승 110패 (52.17%),91점
kyq,MASTER,169승 129패 (56.71%),91점
왜나만괴롭혀잉,MASTER,90승 73패 (55.21%),91점
서 코,MASTER,103승 94패 (52.28%),91점
해달도둑,MASTER,106승 104패 (50.48%),91점
cherish0907,MASTER,78승 55패 (58.65%),91점
짐승녀 길들이기,MASTER,174승 164패 (51.48%),91점
맛있는두부조림,MASTER,28승 11패 (71.79%),91점
forget me йot,MASTER,154승 123패 (55.60%),91점
weapon is box,MASTER,118승 76패 (60.82%),91점
이건우,MASTER,283승 277패 (50.54%),91점
Gosu,MASTER,156승 148패 (51.32%),91점
qasdzxcvewz,MASTER,98승 86패 (53.26%),91점
HzzYy,MASTER,56승 30패 (65.12%),91점
정글러도사람이야,MASTER,140승 100패 (58.33%),91점
cc5,MASTER,257승 236패 (52.13%),91점
Break of down,MASTER,117승 96패 (54.93%),91점
답이보여,MASTER,66승 54패 (55.00%),91점
El1enYeager,MASTER,106승 84패 (55.79%),91점
GOD OF HEAVEN,MASTER,110승 91패 (54.73%),91점
뽀끔뽀끔 뽀끔면,MASTER,53승 29패 (64.63%),91점
공보리,MASTER,196승 190패 (50.78%),91점
인간사냥꾼참치,MASTER,152승 114패 (57.14%),91점
cloilk,MASTER,109승 93패 (53.96%),91점
박해밀04,MASTER,85승 78패 (52.15%),91점
Want Isolde,MASTER,42승 31패 (57.53%),91점
ITCE,MASTER,61승 50패 (54.95%),91점
광역맞으면서렌함,MASTER,155승 150패 (50.82%),91점
앞집 땃쥐,MASTER,57승 42패 (57.58%),91점
빵 냠,MASTER,335승 299패 (52.84%),91점
박숩니다,MASTER,182승 181패 (50.14%),91점
S13,MASTER,187승 154패 (54.84%),91점
미로남불원징징,MASTER,106승 98패 (51.96%),91점
쨘들스틱,MASTER,113승 105패 (51.83%),91점
내게로 묻는 질문,MASTER,135승 132패 (50.56%),91점
스트레스성장애,MASTER,135승 127패 (51.53%),91점
돌솥비빌밥,MASTER,69승 46패 (60.00%),91점
Myeonghyeoй,MASTER,289승 284패 (50.44%),91점
빽핑찍어서미안해,MASTER,114승 83패 (57.87%),91점
xiaonamahan1,MASTER,117승 89패 (56.80%),91점
배려 양보 규칙,MASTER,56승 43패 (56.57%),90점
아침기온,MASTER,158승 148패 (51.63%),90점
Despair JG,MASTER,148승 147패 (50.17%),90점
왕자님 카이팅,MASTER,92승 72패 (56.10%),90점
liiiliiiiii,MASTER,68승 43패 (61.26%),90점
Qoa the Great,MASTER,234승 216패 (52.00%),90점
Bee97,MASTER,71승 59패 (54.62%),90점
TMGoon,MASTER,365승 352패 (50.91%),90점
캐리해주세햐,MASTER,28승 13패 (68.29%),90점
muziyyds,MASTER,133승 100패 (57.08%),90점
우주를파괴할남자,MASTER,273승 265패 (50.74%),90점
타르텐,MASTER,342승 306패 (52.78%),90점
무무하지마셈,MASTER,171승 167패 (50.59%),90점
Maniac LoL,MASTER,595승 577패 (50.77%),90점
buzhihuo,MASTER,147승 134패 (52.31%),90점
실력으로 말한다,MASTER,148승 134패 (52.48%),90점
햄참치샌드위치,MASTER,52승 36패 (59.09%),90점
cin조우성,MASTER,202승 205패 (49.63%),90점
네이서스,MASTER,238승 225패 (51.40%),90점
노영진,MASTER,133승 122패 (52.16%),90점
아카데미 고인물로 캐리할게요,MASTER,225승 231패 (49.34%),90점
탈주할래,MASTER,181승 172패 (51.27%),90점
liiliillliiilll,MASTER,124승 88패 (58.49%),90점
닭 목장,MASTER,180승 148패 (54.88%),90점
쿠로미 세리카,MASTER,157승 152패 (50.81%),90점
오지수 똘만이,MASTER,132승 110패 (54.55%),90점
머리채 잡는 나,MASTER,282승 258패 (52.22%),90점
정환범,MASTER,229승 218패 (51.23%),90점
렝 가,MASTER,148승 138패 (51.75%),90점
일라벨베스,MASTER,121승 110패 (52.38%),90점
김진세,MASTER,37승 25패 (59.68%),90점
MlDs,MASTER,96승 83패 (53.63%),90점
무릎을꿇게될거야,MASTER,70승 56패 (55.56%),90점
5인큐버스기사,MASTER,270승 232패 (53.78%),90점
Karima,MASTER,53승 42패 (55.79%),90점
개기지마부러진다,MASTER,300승 248패 (54.74%),90점
AUSSIEMAN,MASTER,255승 256패 (49.90%),90점
사람잘못건드림,MASTER,136승 123패 (52.51%),90점
Never ez,MASTER,107승 99패 (51.94%),90점
김용주,MASTER,174승 152패 (53.37%),90점
단발소녀 마틸다,MASTER,56승 51패 (52.34%),89점
저 격,MASTER,81승 70패 (53.64%),89점
뮤탈리스크,MASTER,390승 381패 (50.58%),89점
Chovy is GOAT,MASTER,63승 42패 (60.00%),89점
이림이야기,MASTER,330승 311패 (51.48%),89점
재 상,MASTER,103승 79패 (56.59%),89점
어흥 졸리당,MASTER,214승 194패 (52.45%),89점
KellyVally,MASTER,141승 109패 (56.40%),89점
목줄풀린미친개,MASTER,126승 85패 (59.72%),89점
이야정말맛있어보이네,MASTER,58승 29패 (66.67%),89점
Baquette,MASTER,66승 53패 (55.46%),89점
GOOD GAME GG BR0,MASTER,327승 324패 (50.23%),89점
T1 gumayusi,MASTER,330승 322패 (50.61%),89점
파이크,MASTER,284승 271패 (51.17%),89점
다리우스,MASTER,234승 188패 (55.45%),89점
윤유아,MASTER,70승 34패 (67.31%),89점
꿈속의소년,MASTER,131승 120패 (52.19%),89점
가우시안 블러,MASTER,36승 25패 (59.02%),89점
한이y,MASTER,358승 366패 (49.45%),89점
오색칼라,MASTER,95승 86패 (52.49%),89점
김으이연,MASTER,85승 76패 (52.80%),89점
쨈구치,MASTER,48승 28패 (63.16%),89점
녹턴남편,MASTER,262승 196패 (57.21%),89점
백골 한 남 현 우,MASTER,95승 78패 (54.91%),89점
깐풍기,MASTER,202승 197패 (50.63%),89점
파우더,MASTER,102승 92패 (52.58%),89점
최민복03,MASTER,505승 477패 (51.43%),89점
재필삼선사심오운,MASTER,85승 66패 (56.29%),89점
핫후라이드반반,MASTER,170승 140패 (54.84%),89점
Rux point,MASTER,69승 44패 (61.06%),89점
쇼쵸규,MASTER,193승 180패 (51.74%),89점
감자다방,MASTER,225승 197패 (53.32%),89점
뚜 밍,MASTER,34승 18패 (65.38%),89점
alpha AD,MASTER,37승 25패 (59.68%),89점
봄 가을 좋아,MASTER,76승 64패 (54.29%),89점
너구리,MASTER,170승 155패 (52.31%),88점
임성진,MASTER,41승 24패 (63.08%),88점
잊지 말 것,MASTER,169승 156패 (52.00%),88점
Aim,MASTER,72승 61패 (54.14%),88점
gufrlwk,MASTER,99승 72패 (57.89%),88점
The Shy YYDS,MASTER,189승 130패 (59.25%),88점
조 이,MASTER,71승 63패 (52.99%),88점
김문석,MASTER,165승 138패 (54.46%),88점
Golden Time,MASTER,89승 93패 (48.90%),88점
와 우,MASTER,254승 223패 (53.25%),88점
so funky,MASTER,157승 147패 (51.64%),88점
나는지구최강이다,MASTER,365승 351패 (50.98%),88점
우화함,MASTER,221승 204패 (52.00%),88점
maruuuuuu,MASTER,52승 21패 (71.23%),88점
단발이 예쁘더라,MASTER,110승 72패 (60.44%),88점
뭘 그레놀라 요,MASTER,205승 162패 (55.86%),88점
i cant korean,MASTER,244승 225패 (52.03%),88점
셀렉션딸기,MASTER,61승 48패 (55.96%),88점
MVP FROST,MASTER,412승 408패 (50.24%),88점
으끄으끄,MASTER,181승 154패 (54.03%),88점
송이는아가얌,MASTER,49승 38패 (56.32%),88점
tlsgusdnd,MASTER,114승 105패 (52.05%),88점
상쾌한 산책남,MASTER,120승 65패 (64.86%),88점
동 쭈 니 얌,MASTER,130승 125패 (50.98%),88점
afreeca 김태연 ,MASTER,290승 274패 (51.42%),88점
최수종05,MASTER,168승 161패 (51.06%),88점
halmasey anna,MASTER,98승 90패 (52.13%),88점
Arin,MASTER,353승 333패 (51.46%),88점
죤나 잘하는 남자,MASTER,231승 206패 (52.86%),88점
원딜만죽어감,MASTER,229승 218패 (51.23%),88점
핑크 플로이드,MASTER,50승 28패 (64.10%),88점
더굿밤,MASTER,199승 188패 (51.42%),88점
프리즘스톤,MASTER,73승 57패 (56.15%),88점
할수없군그래,MASTER,92승 56패 (62.16%),88점
직 전,MASTER,148승 136패 (52.11%),88점
얘 누가키웠어,MASTER,229승 204패 (52.89%),88점
포링링링,MASTER,62승 42패 (59.62%),88점
테디 fans,MASTER,67승 57패 (54.03%),88점
고전파,MASTER,57승 54패 (51.35%),88점
의 비,MASTER,60승 52패 (53.57%),88점
Dopa,MASTER,151승 140패 (51.89%),88점
ItineraryForU,MASTER,102승 96패 (51.52%),88점
Neck Deep,MASTER,322승 310패 (50.95%),88점
Azure,MASTER,325승 294패 (52.50%),87점
캡짱 불멸 최강,MASTER,117승 82패 (58.79%),87점
2인1역,MASTER,198승 175패 (53.08%),87점
초심을 결심으로,MASTER,273승 264패 (50.84%),87점
그냥즐겨게임인데,MASTER,404승 410패 (49.63%),87점
뽀 럼,MASTER,52승 47패 (52.53%),87점
monkey battle,MASTER,193승 173패 (52.73%),87점
시간을보아하니1,MASTER,77승 66패 (53.85%),87점
호랑이애옹,MASTER,242승 211패 (53.42%),87점
노래하며춤추는나는아름다운나비,MASTER,107승 101패 (51.44%),87점
레이가,MASTER,216승 172패 (55.67%),87점
dlwlrma22,MASTER,71승 46패 (60.68%),87점
Hospitable,MASTER,399승 394패 (50.32%),87점
푸랑아간식먹을까,MASTER,135승 108패 (55.56%),87점
15NoFF CanWin,MASTER,139승 110패 (55.82%),87점
승표장,MASTER,195승 186패 (51.18%),87점
Mystic GG,MASTER,158승 151패 (51.13%),87점
리 튬,MASTER,108승 75패 (59.02%),87점
알트리아 캐스터,MASTER,164승 147패 (52.73%),87점
요츠바,MASTER,151승 136패 (52.61%),87점
장시혁,MASTER,179승 168패 (51.59%),87점
마이정글감,MASTER,205승 179패 (53.39%),87점
쵸쵸맛 쿠키,MASTER,98승 90패 (52.13%),87점
팩격기,MASTER,103승 87패 (54.21%),87점
Rifle,MASTER,278승 257패 (51.96%),87점
역천괴,MASTER,144승 136패 (51.43%),87점
Call Ma Names,MASTER,195승 183패 (51.59%),87점
고구멍멍이,MASTER,108승 103패 (51.18%),87점
PlaytheJaximus,MASTER,197승 162패 (54.87%),87점
presenttto,MASTER,193승 149패 (56.43%),87점
약한너 강한나,MASTER,337승 324패 (50.98%),87점
도끼원챔,MASTER,87승 68패 (56.13%),87점
오 뉴,MASTER,226승 220패 (50.67%),87점
Teahyung,MASTER,129승 125패 (50.79%),87점
xc12,MASTER,163승 160패 (50.46%),87점
행운도착소식,MASTER,108승 93패 (53.73%),87점
스티븐제라스,MASTER,106승 92패 (53.54%),87점
잘못했음 봐주셈,MASTER,127승 123패 (50.80%),87점
DopamineOverdose,MASTER,181승 158패 (53.39%),87점
Adorablez,MASTER,496승 507패 (49.45%),87점
머와융,MASTER,186승 178패 (51.10%),87점
숟가락살인마,MASTER,85승 69패 (55.19%),86점
아 너무 졸린데,MASTER,147승 133패 (52.50%),86점
청년김민관,MASTER,108승 88패 (55.10%),86점
서현진,MASTER,177승 158패 (52.84%),86점
최예나입Duck,MASTER,86승 78패 (52.44%),86점
역천꾀,MASTER,129승 118패 (52.23%),86점
노인코래방,MASTER,194승 194패 (50.00%),86점
박선우03,MASTER,185승 165패 (52.86%),86점
엘지비티,MASTER,79승 73패 (51.97%),86점
하하조승현,MASTER,179승 157패 (53.27%),86점
폼포코 너구리 대작전,MASTER,114승 110패 (50.89%),86점
꺄 뤼,MASTER,61승 51패 (54.46%),86점
감정이메마름,MASTER,120승 104패 (53.57%),86점
미래를 바꾼다,MASTER,122승 94패 (56.48%),86점
관 용,MASTER,95승 91패 (51.08%),86점
개미학대범,MASTER,183승 171패 (51.69%),86점
May,MASTER,34승 20패 (62.96%),86점
JAENIE,MASTER,158승 145패 (52.15%),86점
날다람쥐12,MASTER,197승 178패 (52.53%),86점
poteusa fan,MASTER,106승 96패 (52.48%),86점
Babylon,MASTER,107승 73패 (59.44%),86점
근성노력연습열정,MASTER,281승 291패 (49.13%),86점
크론병투병일기,MASTER,109승 102패 (51.66%),86점
잘자야,MASTER,102승 78패 (56.67%),86점
오렌지마니아,MASTER,65승 62패 (51.18%),86점
내 이름은 민우,MASTER,94승 57패 (62.25%),86점
땅요피,MASTER,135승 131패 (50.75%),86점
외로운 강뱁새,MASTER,59승 50패 (54.13%),86점
행복 압수,MASTER,352승 344패 (50.57%),86점
현수퍼맨,MASTER,313승 307패 (50.48%),86점
와지지직,MASTER,174승 125패 (58.19%),86점
짤 규,MASTER,311승 312패 (49.92%),86점
박따뜻,MASTER,125승 125패 (50.00%),86점
정신병자마이,MASTER,196승 170패 (53.55%),86점
아이네둘기,MASTER,371승 345패 (51.82%),86점
에베레스트북극곰,MASTER,168승 149패 (53.00%),86점
먼저안오면죽는탑,MASTER,242승 167패 (59.17%),86점
여신문재훈,MASTER,117승 83패 (58.50%),86점
홍른이,MASTER,68승 41패 (62.39%),86점
Xdxt,MASTER,38승 22패 (63.33%),85점
빛나는태양빛,MASTER,230승 220패 (51.11%),85점
민혁이,MASTER,104승 102패 (50.49%),85점
슈퍼 밀리오,MASTER,99승 94패 (51.30%),85점
qzz3,MASTER,318승 300패 (51.46%),85점
stockGod,MASTER,160승 124패 (56.34%),85점
slckckvkdy,MASTER,157승 142패 (52.51%),85점
T1 yunluo,MASTER,212승 194패 (52.22%),85점
솔랭의미학,MASTER,270승 256패 (51.33%),85점
lan hua cao,MASTER,182승 174패 (51.12%),85점
내위치잘봐,MASTER,112승 108패 (50.91%),85점
koreaй AD,MASTER,196승 193패 (50.39%),85점
카오 멩더,MASTER,105승 78패 (57.38%),85점
2로운,MASTER,74승 45패 (62.18%),85점
AFTV BJ황승현,MASTER,685승 651패 (51.27%),85점
지모온,MASTER,120승 109패 (52.40%),85점
지우킹,MASTER,67승 59패 (53.17%),85점
이걸당해주노,MASTER,183승 174패 (51.26%),85점
개같이게임함,MASTER,126승 114패 (52.50%),85점
독사의 늪,MASTER,70승 60패 (53.85%),85점
서 로,MASTER,132승 109패 (54.77%),85점
르 작,MASTER,104승 98패 (51.49%),84점
펌 킨      나 르,MASTER,259승 224패 (53.62%),84점
여름을 고하다,MASTER,292승 281패 (50.96%),84점
만 채,MASTER,165승 143패 (53.57%),84점
벌꿀오소리상혁,MASTER,232승 230패 (50.22%),84점
Embyu,MASTER,324승 339패 (48.87%),84점
코기맛젤리,MASTER,84승 81패 (50.91%),84점
HnHenry,MASTER,77승 67패 (53.47%),84점
Seuйg ,MASTER,94승 89패 (51.37%),84점
재 동,MASTER,67승 39패 (63.21%),84점
stay wlth me,MASTER,160승 165패 (49.23%),84점
민주공화국,MASTER,258승 237패 (52.12%),84점
보딱대,MASTER,311승 250패 (55.44%),84점
janu1206,MASTER,57승 51패 (52.78%),84점
KT 우승 본다,MASTER,146승 116패 (55.73%),84점
솔 콩,MASTER,99승 50패 (66.44%),84점
다아는챔프구만,MASTER,149승 142패 (51.20%),84점
펭 긴,MASTER,182승 182패 (50.00%),84점
매 혹,MASTER,522승 512패 (50.48%),84점
기름같은 카이팅,MASTER,81승 66패 (55.10%),84점
전두광,MASTER,64승 54패 (54.24%),84점
MIDKING47,MASTER,85승 81패 (51.20%),84점
윤짜부,MASTER,227승 204패 (52.67%),84점
happy game lol,MASTER,78승 66패 (54.17%),84점
KeShad,MASTER,112승 67패 (62.57%),84점
묭충이,MASTER,104승 83패 (55.61%),84점
똘똘빡이,MASTER,213승 152패 (58.36%),84점
07권순형,MASTER,92승 88패 (51.11%),84점
안죽마,MASTER,113승 99패 (53.30%),83점
Apdo,MASTER,137승 125패 (52.29%),83점
안무혁01,MASTER,197승 170패 (53.68%),83점
대 원,MASTER,159승 123패 (56.38%),83점
DJ 조칼리드,MASTER,211승 211패 (50.00%),83점
Waterhouse,MASTER,129승 94패 (57.85%),83점
나쉬펍,MASTER,76승 65패 (53.90%),83점
쥬지3cm,MASTER,155승 119패 (56.57%),83점
영원한 벚꽃나무,MASTER,241승 200패 (54.65%),83점
Gift or Deft,MASTER,127승 97패 (56.70%),83점
기망결,MASTER,149승 131패 (53.21%),83점
부누부누,MASTER,248승 229패 (51.99%),83점
햇들마루,MASTER,54승 28패 (65.85%),83점
별들중하난 너야,MASTER,606승 553패 (52.29%),83점
1 OwO 2,MASTER,103승 98패 (51.24%),83점
전 광진,MASTER,207승 182패 (53.21%),83점
봉다랑,MASTER,147승 115패 (56.11%),83점
JOEKING,MASTER,66승 57패 (53.66%),83점
최진혁양송이버섯,MASTER,131승 118패 (52.61%),83점
flippyflipout,MASTER,114승 103패 (52.53%),83점
김웅섭,MASTER,58승 41패 (58.59%),83점
여유로운 주말,MASTER,79승 70패 (53.02%),83점
P O K M A,MASTER,107승 104패 (50.71%),83점
남탓그만,MASTER,83승 52패 (61.48%),83점
칼과 창 방패,MASTER,153승 115패 (57.09%),83점
읽씹멘,MASTER,158승 154패 (50.64%),83점
qawsedrfzxcv,MASTER,53승 21패 (71.62%),83점
rlaalswo22,MASTER,187승 149패 (55.65%),82점
gang over ,MASTER,70승 41패 (63.06%),82점
mstl,MASTER,86승 83패 (50.89%),82점
sonagi,MASTER,48승 25패 (65.75%),82점
Emotional Orange,MASTER,338승 293패 (53.57%),82점
나츠카시,MASTER,433승 420패 (50.76%),82점
코코앞다리,MASTER,335승 308패 (52.10%),82점
20240414,MASTER,146승 142패 (50.69%),82점
서초구민,MASTER,166승 149패 (52.70%),82점
niubai,MASTER,119승 103패 (53.60%),82점
고양이야아,MASTER,149승 160패 (48.22%),82점
Love Lulu Baby,MASTER,261승 230패 (53.16%),82점
넌 여전히 반짝여,MASTER,502승 475패 (51.38%),82점
ADIL,MASTER,108승 90패 (54.55%),82점
라 칸,MASTER,118승 78패 (60.20%),82점
팀원을혼내주는계정글님식사중,MASTER,224승 217패 (50.79%),82점
애플파이2,MASTER,96승 76패 (55.81%),82점
루미아섬수문장,MASTER,218승 186패 (53.96%),82점
나는사이코패스다,MASTER,119승 120패 (49.79%),82점
신 형,MASTER,203승 195패 (51.01%),82점
이 사람 느낌있따,MASTER,142승 130패 (52.21%),82점
불빛 계약,MASTER,234승 217패 (51.88%),82점
G y u h o,MASTER,81승 51패 (61.36%),82점
Top Superstar,MASTER,111승 73패 (60.33%),82점
관전하기,MASTER,132승 107패 (55.23%),82점
hide on bush,MASTER,184승 148패 (55.42%),82점
이길만해,MASTER,174승 159패 (52.25%),82점
바로이렇게말이죠,MASTER,113승 108패 (51.13%),82점
wo shu zuez,MASTER,237승 201패 (54.11%),82점
띵냄새,MASTER,155승 98패 (61.26%),82점
비오면뛰는년,MASTER,96승 87패 (52.46%),82점
zhenshaoxian1,MASTER,42승 24패 (63.64%),82점
차챠챠 챠챠차,MASTER,120승 113패 (51.50%),82점
boycott chat,MASTER,138승 120패 (53.49%),82점
WoogieG,MASTER,131승 120패 (52.19%),82점
나 가질래 나 줘,MASTER,109승 99패 (52.40%),82점
affect1on,MASTER,59승 49패 (54.63%),82점
역턱괴,MASTER,242승 204패 (54.26%),82점
Veiz,MASTER,151승 142패 (51.54%),82점
정 중,MASTER,95승 92패 (50.80%),82점
꼬닥이,MASTER,101승 63패 (61.59%),82점
lpiilpupl,MASTER,62승 50패 (55.36%),82점
처피뱅 카와이,MASTER,135승 127패 (51.53%),81점
ShowMaker,MASTER,124승 116패 (51.67%),81점
不盡長江滾滾來,MASTER,62승 35패 (63.92%),81점
ZZZZeeee,MASTER,68승 59패 (53.54%),81점
고애신,MASTER,107승 75패 (58.79%),81점
abcdeasy,MASTER,131승 118패 (52.61%),81점
아침8시기상,MASTER,237승 217패 (52.20%),81점
민뚜야,MASTER,243승 220패 (52.48%),81점
펭수 안티팬,MASTER,139승 111패 (55.60%),81점
제드장인김윤재,MASTER,93승 72패 (56.36%),81점
LlLILlLILlLILl,MASTER,64승 42패 (60.38%),81점
bbenny,MASTER,82승 71패 (53.59%),81점
pppxxx,MASTER,133승 130패 (50.57%),81점
esoom17,MASTER,235승 236패 (49.89%),81점
연새현,MASTER,181승 177패 (50.56%),81점
pipiqiqi,MASTER,274승 250패 (52.29%),81점
둉 희,MASTER,132승 101패 (56.65%),81점
루시우스의 하인,MASTER,308승 278패 (52.56%),81점
흑 밀,MASTER,94승 59패 (61.44%),81점
xzz1,MASTER,50승 15패 (76.92%),81점
원딜버리고겜,MASTER,104승 108패 (49.06%),81점
율 안,MASTER,346승 309패 (52.82%),81점
메일혐오자,MASTER,116승 110패 (51.33%),81점
삐졌어요,MASTER,137승 93패 (59.57%),81점
섹시원딜러김병국,MASTER,237승 215패 (52.43%),81점
붉은 Dog,MASTER,72승 41패 (63.72%),81점
크San테,MASTER,213승 207패 (50.71%),81점
페이커,MASTER,46승 45패 (50.55%),81점
커피 말고 달달한,MASTER,48승 34패 (58.54%),81점
Lemon Zest,MASTER,125승 97패 (56.31%),81점
니행동에책임져라,MASTER,161승 139패 (53.67%),81점
헤 게,MASTER,335승 346패 (49.19%),81점
롱 다,MASTER,375승 369패 (50.40%),81점
나는 청소중,MASTER,173승 150패 (53.56%),81점
세카이와잔고쿠다,MASTER,281승 283패 (49.82%),81점
Fourhand,MASTER,98승 86패 (53.26%),81점
재 첩,MASTER,96승 93패 (50.79%),81점
Keria,MASTER,66승 55패 (54.55%),81점
Code 종혁,MASTER,180승 175패 (50.70%),80점
최수빈,MASTER,103승 79패 (56.59%),80점
바다입니당,MASTER,394승 399패 (49.68%),80점
리 신,MASTER,154승 125패 (55.20%),80점
옴 걸,MASTER,174승 154패 (53.05%),80점
Unknown,MASTER,161승 131패 (55.14%),80점
아자토 이코,MASTER,58승 43패 (57.43%),80점
WE3y,MASTER,79승 47패 (62.70%),80점
YoDEZ,MASTER,96승 79패 (54.86%),80점
지훈백크,MASTER,160승 138패 (53.69%),80점
QIANA,MASTER,332승 318패 (51.08%),80점
철승이,MASTER,91승 55패 (62.33%),80점
ItzRealMe,MASTER,131승 92패 (58.74%),80점
초이통통,MASTER,109승 102패 (51.66%),80점
0918293,MASTER,54승 38패 (58.70%),80점
매번 감사해요,MASTER,130승 119패 (52.21%),80점
nen1,MASTER,177승 144패 (55.14%),80점
카이위안 현,MASTER,85승 79패 (51.83%),80점
fan fan fan,MASTER,195승 183패 (51.59%),80점
아 빠,MASTER,51승 41패 (55.43%),80점
Constantinople,MASTER,169승 139패 (54.87%),80점
원 딜,MASTER,149승 139패 (51.74%),80점
주보리,MASTER,181승 162패 (52.77%),80점
박벅벅,MASTER,57승 40패 (58.76%),80점
hide on bush,MASTER,194승 195패 (49.87%),80점
한잔해,MASTER,194승 189패 (50.65%),80점
악의 여단 자이라,MASTER,76승 68패 (52.78%),80점
T1 Gumayusi,MASTER,187승 171패 (52.23%),80점
베리타스알파,MASTER,212승 170패 (55.50%),80점
Ruler,MASTER,163승 147패 (52.58%),80점
미니언,MASTER,100승 76패 (56.82%),80점
호로창,MASTER,186승 176패 (51.38%),80점
자 야,MASTER,123승 112패 (52.34%),80점
나현성,MASTER,157승 142패 (52.51%),80점
별수호자 재혁,MASTER,94승 84패 (52.81%),80점
저스틴 뻐드렁니,MASTER,54승 38패 (58.70%),80점
키리모찌 여니,MASTER,169승 155패 (52.16%),80점
신사호,MASTER,164승 170패 (49.10%),80점
Seйaй,MASTER,101승 92패 (52.33%),79점
잡았다,MASTER,82승 69패 (54.30%),79점
ruin rio,MASTER,50승 52패 (49.02%),79점
Ephedra,MASTER,77승 57패 (57.46%),79점
내갱에넌깨갱,MASTER,243승 265패 (47.83%),79점
휘 민,MASTER,194승 130패 (59.88%),79점
조이보이,MASTER,91승 51패 (64.08%),79점
그 훅,MASTER,72승 31패 (69.90%),79점
리이버,MASTER,199승 175패 (53.21%),79점
2771273157182912,MASTER,165승 131패 (55.74%),79점
부질태,MASTER,161승 149패 (51.94%),79점
멍청이,MASTER,329승 319패 (50.77%),79점
douyin last bao,MASTER,324승 302패 (51.76%),79점
우희당,MASTER,147승 113패 (56.54%),79점
로 저,MASTER,50승 38패 (56.82%),79점
botkami,MASTER,405승 372패 (52.12%),79점
아이린,MASTER,122승 93패 (56.74%),79점
qq19393712,MASTER,89승 54패 (62.24%),79점
루 비,MASTER,48승 35패 (57.83%),79점
쫑쭈리,MASTER,191승 165패 (53.65%),79점
왓치독스,MASTER,99승 77패 (56.25%),79점
재연이는질줄몰라,MASTER,146승 124패 (54.07%),79점
RRRR3,MASTER,142승 103패 (57.96%),79점
짱자명훈,MASTER,151승 103패 (59.45%),79점
애쉬이즈베인,MASTER,135승 103패 (56.72%),79점
따뜻한쿠키,MASTER,185승 178패 (50.96%),79점
심술궂은 고양이,MASTER,44승 34패 (56.41%),79점
비매왕,MASTER,206승 197패 (51.12%),79점
시식용고구마도리,MASTER,199승 161패 (55.28%),79점
숟 가 락,MASTER,123승 86패 (58.85%),79점
홍낙현,MASTER,209승 194패 (51.86%),79점
신들의전쟁터top,MASTER,139승 123패 (53.05%),79점
렝가 원픽,MASTER,119승 118패 (50.21%),79점
지 석,MASTER,146승 122패 (54.48%),79점
Shen,MASTER,193승 177패 (52.16%),79점
제우스,MASTER,265승 282패 (48.45%),79점
별 법,MASTER,162승 149패 (52.09%),79점
xiao chaenyang,MASTER,71승 58패 (55.04%),79점
Sondy,MASTER,159승 154패 (50.80%),79점
곰자도리,MASTER,89승 86패 (50.86%),79점
토 끼,MASTER,159승 142패 (52.82%),78점
01팍순이,MASTER,175승 172패 (50.43%),78점
정글 버스라인,MASTER,126승 113패 (52.72%),78점
수빈이꺼,MASTER,117승 83패 (58.50%),78점
마늘빵좋아,MASTER,270승 253패 (51.63%),78점
승 회,MASTER,188승 184패 (50.54%),78점
준 엠,MASTER,37승 15패 (71.15%),78점
이원규,MASTER,214승 188패 (53.23%),78점
잘하고싶다,MASTER,543승 512패 (51.47%),78점
바텀프로지망생,MASTER,106승 78패 (57.61%),78점
채팅을안치는사랍,MASTER,211승 167패 (55.82%),78점
Charlie Brown,MASTER,261승 222패 (54.04%),78점
dasdoqweqwe1,MASTER,328승 315패 (51.01%),78점
